chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.5063057,0.07518082,0.14278811,0.009196652,1410.0234234402612,205639.1702644265,1512.3046546623298,145026.0608523728,2765.967419971723,1427723.4149127428,0.06295882576856149,0.0004415341143935523,161.4990234375,-173.81046,8143.062,137.17355,1082.654,-23.723028,1028.9458,26.979671,495.41827,-16.675209,289.7898,4.1947274,160.0762,-12.571786,150.51717,5.851667,82.44498,-2.876949,108.5882,-1.1783822,65.64737,-1.9682394,55.532143,1.8011789,57.92027,-3.00695,93.64786,-1.8669496,40.12515,-0.7912434,49.736404,-3.0062356,62.993618,-0.43072954,57.057255,-1.9965144,55.609657,-0.75010425,47.18006,-5.0069656,46.476055,blues
0.590241,0.05737554,0.06570574,0.002499327,1352.7427097237658,511953.3552514424,1756.8820971332516,220316.5830241935,2880.9110920279873,2932944.116679484,0.043930584759280744,0.0018957123722602104,161.4990234375,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.07553,33.66307,344.49417,1.091654,441.21622,14.703699,235.38486,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.8758154,93.7772,-3.1767612,84.19608,-5.538258,65.792854,-6.779149,60.838856,-2.646513,55.49734,-2.990321,54.537933,-3.3829944,39.835854,-1.858984,46.825733,1.839186,37.058926,-4.891355,28.130308,blues
0.47886834,0.06934948,0.118989594,0.004055326,1360.6856016703396,257080.63352218433,1567.2994690310572,44995.60377714697,2738.8302548578886,953044.8055650127,0.06909500676720805,0.002380562343826463,92.28515625,-207.2383,4575.776,132.82741,666.0227,-15.45408,935.2313,60.980972,330.53262,0.71902615,313.94824,12.4613285,101.10465,1.1633852,107.933075,-1.5329198,111.63531,-17.89585,96.37597,8.360363,94.8114,-2.4596508,139.6595,-0.5846391,92.744286,0.37226453,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.530309,69.25321,-9.2374735,63.564034,-2.8471038,68.8471,-1.4193834,112.57434,-5.9333534,91.46056,blues
0.4849485,0.06756098,0.113129914,0.00419274,1324.5278252945684,171556.8839997734,1827.850131696539,78336.96976953468,2711.4849187935033,1076354.55766458,0.0514017032820959,0.001255387820866968,107.666015625,-209.80392,1968.6526,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159416,69.43244,6.7262187,76.019615,-21.543222,96.4177,10.720836,95.860405,-5.5328465,90.6517,-2.1957276,59.19819,-3.0491855,52.314415,8.643512,71.75554,-0.307013,68.60345,-0.63291776,88.57952,-2.9335587,97.390205,-1.7062988,104.24756,-1.7673149,88.82407,-7.755139,113.835785,blues
0.4603764,0.07966472,0.066998236,0.0027116744,1171.9674319304547,147268.45652150072,1705.3701299892873,96499.73883417304,2344.9874700913574,877107.628571067,0.045036675850734724,0.001559970831725131,151.99908088235293,-305.66437,8192.633,113.07102,682.14856,12.107334,1462.7548,45.052197,224.56734,17.734385,248.84837,14.590071,154.57202,4.1479964,157.61453,0.22631128,166.8956,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037987,62.693882,5.954979,64.31771,8.547473,76.00693,1.1196221,137.01826,0.5982411,67.728806,0.060842752,96.595726,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043832,113.50517,blues
0.47628456,0.06918829,0.0806058,0.0028306316,1420.438571434397,199934.3827322705,1731.176852967896,81312.15274014552,2930.239280470563,699900.4201592532,0.06370125495456304,0.0019409896600481654,99.38401442307692,-238.51962,4379.6255,120.10219,728.1788,-4.2219477,978.79614,42.294594,383.1859,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952672,143.8792,-16.92809,89.81885,12.343145,76.23276,3.9388995,81.61116,-1.396683,60.90996,0.013027796,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.539846,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439975,78.28548,-1.8783106,131.15253,blues
0.50392807,0.07040005,0.081422575,0.0026397062,1455.0726339659166,152296.79006878423,1826.0433384174999,116760.58268749816,3010.010388721723,1010269.4971195218,0.06134406117072699,0.0014187982635001817,103.359375,-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.82443,3.8315241,284.47858,18.828156,156.32349,-3.678738,100.44713,4.4254684,111.51866,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56196,2.5500886,66.5328,-1.230239,65.06261,8.437056,64.94195,-0.20024766,59.23103,-3.8908296,78.076744,-4.4561353,82.96056,0.011000725,86.014114,1.294804,83.56265,-2.0984616,100.81558,blues
0.5000041,0.0639323,0.09327623,0.0021507663,1089.0053435041514,231672.8914171367,1411.0016368511908,69763.92700215384,2135.41761075261,1081577.235108431,0.048326248912412995,0.0008451654661521953,161.4990234375,-245.68721,5196.2563,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.824234,3.5638244,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.81719,-4.021235,71.328354,1.601125,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979149,64.9101,-0.04957171,62.9335,-3.9618294,64.81745,blues
0.44604304,0.077410534,0.07967066,0.0029557562,1537.4913865266892,193154.17274008313,2053.965411394372,145508.38957379918,3495.331815998405,1828303.2046714216,0.056141769987432324,0.0017222051542408522,83.35433467741936,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72171,6.770452,92.87257,21.611765,117.26866,-1.3111781,73.47131,5.681745,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619529,52.164986,1.9602655,64.75909,-0.89822763,48.76035,7.7623606,71.51196,2.3758616,102.00459,1.7791142,93.04837,1.3305408,132.01834,3.6150515,182.26515,4.9065995,151.66873,-2.661051,96.47257,blues
0.4475981,0.07346888,0.09761591,0.0025772466,1195.4981309471507,249540.78288138905,1481.0226384301282,46878.311811810076,2235.6144526718385,1207900.6401911664,0.05888603900812065,0.001798326376787047,123.046875,-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.2415,5.1578503,466.2876,8.887806,91.67842,0.4874058,98.060455,-3.788342,159.00235,-14.984867,77.34832,10.428946,104.50035,-0.3413842,134.52066,0.7833589,80.47019,1.7809838,77.91053,4.2295594,73.61766,-0.4747692,63.29976,-6.104543,80.723236,-5.394643,95.50786,-1.3449991,92.612816,-3.725463,72.52176,-4.37371,66.931984,blues
0.51515585,0.06713301,0.07542555,0.002492628,1390.3828142454292,103083.25083197607,1911.218377821177,88690.56843978395,3006.1467358794953,945931.9719751858,0.05258634232405259,0.000616229079623275,135.99917763157896,-230.36378,2989.1602,127.07773,397.76834,7.114696,600.3924,39.767056,176.00688,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56751,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.1670146,60.688465,-6.2006335,49.88816,-4.5018964,52.918427,-1.8255956,73.46965,-0.5159099,94.82006,1.5071843,73.84815,blues
0.48353088,0.070731655,0.1010843,0.0032309708,1046.7751266104485,291445.5027224992,1481.0558466484933,70296.72485814257,1831.2215641313805,1348269.1287348608,0.047907452387857694,0.0023313094290948392,99.38401442307692,-264.67126,6340.7188,138.85434,1001.429,11.16733,1283.5443,48.523926,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839374,95.3959,15.975112,85.30514,3.358218,79.1454,-1.5066409,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.99598384,82.13329,-2.4147842,89.515236,-3.6791573,93.94478,0.49927172,119.20296,5.04406,117.73886,-0.7863168,148.49115,blues
0.47150674,0.06937265,0.113379315,0.00368752,1155.869256708858,314152.74394255487,1497.9367164622142,59092.0701050873,2169.63258818518,1331329.4290102238,0.05856995903422274,0.0028679686061733804,99.38401442307692,-233.96312,6504.2466,136.14453,959.728,3.3066368,1162.9741,48.930626,383.96628,8.705184,304.61374,13.989511,165.4091,5.3627157,105.51817,0.4101892,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.362495,-2.230727,77.22144,3.9538214,66.0046,5.3132124,83.296745,0.807943,101.00323,-1.1003901,80.28278,-4.539631,78.61717,-2.4259493,100.40609,3.324436,119.319336,-0.6058456,143.40132,blues
0.4842507,0.06391726,0.1019351,0.003558167,1210.1413910383171,131835.54239296715,1497.6767028673223,51645.138716939684,2521.9827390878772,610051.874210673,0.052467009860788866,0.0010877847348502296,95.703125,-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1947,63.57536,210.98936,5.6017485,152.54596,11.988768,93.58656,1.8891491,102.56179,-1.8709356,87.26915,-7.618035,97.516396,-2.4516425,97.633514,-2.8980217,104.15347,-9.433825,87.927345,-10.939208,115.71939,3.563646,68.92533,4.152738,77.30342,0.09471199,45.212193,-2.9802275,66.8502,-1.3866447,82.508995,7.5348935,93.42404,-3.0437849,74.07117,blues
0.44765693,0.079223864,0.08692267,0.0025121507,1120.166568707164,176332.3094101252,1448.1227679043818,53858.88089347125,2324.212009226363,1139225.1880237283,0.04727604770881671,0.0010789939313289771,103.359375,-274.37683,5920.2183,130.40738,500.41647,-6.357468,1342.9836,70.38822,311.4976,13.269664,230.38287,9.47218,155.52798,7.7330894,121.50667,-1.2365493,150.25732,-0.5709879,94.17127,-2.2971628,68.86657,3.7794154,76.74092,0.08548226,73.51651,-0.9368571,126.63781,2.2968419,63.148647,4.2896338,69.60199,-1.6617897,47.883125,-10.439051,49.10369,-6.7934256,39.414463,-1.0635625,44.236256,-1.5890816,83.50596,blues
0.4871762,0.06420196,0.0891659,0.0031143294,1109.3207630441668,138690.14617017072,1463.1107858840894,37662.210096830866,2243.3167778422276,838253.6529387314,0.051697390999613305,0.0013392659740276058,92.28515625,-249.31532,3977.6575,131.00032,338.24554,0.67786986,1578.9688,66.704155,298.3847,17.911272,183.51114,4.623277,173.19872,6.603809,96.41475,1.2421156,98.263176,1.4099408,75.738655,-1.5849273,91.75964,-0.9725388,101.25188,-3.5726154,85.11508,-2.9297996,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306444,100.62007,-2.8259156,87.33296,-2.6829553,77.28338,0.74113846,76.024796,-0.52923673,67.64772,blues
0.4691744,0.07408414,0.07705383,0.005932036,1198.8570176825056,161946.5555991679,1573.3099533109155,84086.36733918168,2478.8330644576567,992995.9729777103,0.05197268646075019,0.001486869460338792,83.35433467741936,-284.64056,6202.548,108.80131,675.54285,9.0853195,1444.9445,51.198063,296.57825,18.071892,210.83527,7.6021547,181.8869,8.755716,122.01364,2.3540907,103.12947,0.0033670824,93.4578,2.2484956,106.08586,4.1991253,84.31745,-3.283064,97.75062,1.6176826,68.57549,2.6794717,74.232735,3.3437946,91.85233,3.2793777,115.84882,-4.5331836,137.81166,0.48806825,105.864876,5.921497,140.58414,3.2215705,169.69243,blues
0.46218538,0.06760539,0.09575479,0.0021936449,1392.026357292707,200436.55212147828,1494.8775639502583,43463.63186191944,2811.740048578886,541255.423663085,0.07241441294470224,0.002545686800946762,95.703125,-228.20984,2813.78,130.32317,689.4209,-23.311424,927.2701,70.20095,397.6454,1.1310548,181.74107,7.584427,154.08311,0.9005107,100.34201,1.9828157,88.28392,-6.1644154,61.85798,-9.382748,86.06394,-2.5637798,107.833115,-4.5257525,58.99545,-0.26046434,67.79429,0.17552154,57.042767,-1.522912,79.44808,1.4664072,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.2368064,119.66019,0.98863894,132.00111,blues
0.4748357,0.07613803,0.099547915,0.0041034897,1115.5894796268246,105511.55064570518,1398.722658897419,52841.206055793205,2290.6881593496228,637990.4068159218,0.04801998743232792,0.0008165978609675527,103.359375,-248.98882,4960.168,139.05774,397.97247,-16.27087,1165.7606,57.137146,329.1937,20.188509,158.22343,10.186957,133.22313,4.5429106,126.33146,0.3310716,118.26378,-7.8745785,69.82373,-3.4545717,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.90465856,95.408035,-2.4093254,55.038513,2.569936,62.241905,-5.8520565,46.437405,-12.404832,55.870274,-7.3133807,37.512794,-0.93787175,48.65181,-2.6867254,86.66318,blues
0.46302828,0.080419555,0.124684155,0.004813125,1648.8848322083286,712191.5514923945,2190.0464211359326,185210.71170193498,3760.300128697796,4159729.928493348,0.05289486961040216,0.0032474412544681052,129.19921875,-233.72897,3685.9973,101.19028,885.1662,17.647951,375.19736,23.734175,219.077,2.082544,227.48592,25.9364,135.567,-16.956388,339.19635,15.084955,113.550705,-22.273956,98.33264,4.381612,122.683044,-23.201656,167.3735,-6.05058,81.708855,-5.0679283,80.8433,1.0592706,99.96531,-5.7868657,88.8538,-8.313065,84.22728,-11.38215,98.36215,-6.724382,96.60228,-10.0169525,73.97155,-14.028805,77.853615,blues
0.44652495,0.07346054,0.17000204,0.003192832,1379.0236797531359,550970.5452845568,2003.7311331314509,269583.5724164315,3015.6143507105567,4573708.286561982,0.039366118039443156,0.0009455695718301325,143.5546875,-206.93233,2025.0728,117.80414,763.5176,23.241365,281.1403,28.308992,261.2949,-1.126013,194.8025,18.867393,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.1395233,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99083,-8.629656,115.688644,-15.530965,85.75175,-15.322778,78.077255,-9.662423,97.191475,-10.0919695,55.309414,-17.832165,90.984604,blues
0.3998754,0.07837038,0.15147567,0.0031959515,1330.6062681557469,352248.0685721231,1973.2623612410227,234481.19141217507,2898.630603338892,3709897.5074145617,0.04294722484048724,0.0010961764349717974,151.99908088235293,-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.922962,180.49846,3.296436,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.50333,-26.332514,109.00269,-4.367301,102.2271,-26.395552,128.8599,-13.04718,107.47272,-12.667627,146.42516,-1.8228295,95.050285,-7.255052,110.84827,-6.6574764,108.96002,-14.686026,103.15434,-11.712328,115.847,-11.020865,118.50702,-13.38948,98.5409,blues
0.46806574,0.07491345,0.10122466,0.003938625,1309.7746510229804,756135.7535826616,1883.2581499407856,284221.81738430413,2765.2346582257833,4686832.922203278,0.03938839846771075,0.003158095633297049,123.046875,-288.7327,5319.036,105.90115,829.6179,18.776207,433.78073,23.682646,342.53232,5.6820407,381.52658,25.54894,164.24428,-13.463247,228.21718,12.437668,125.63249,-11.96367,196.29907,1.5746145,132.29855,-15.640524,126.26147,-6.632071,81.745636,-11.693039,102.44065,-2.926763,105.245155,-7.375716,82.07757,-15.69388,54.508312,-10.976883,61.209698,-10.892729,44.982956,-18.505384,55.872993,-19.104548,75.34568,blues
0.4239759,0.07371298,0.13316597,0.0022518064,1430.6028402421161,700821.2383049505,2075.7185500837736,275165.245573354,3246.1678418648494,5567256.17164315,0.04197368341550657,0.001439137164341991,151.99908088235293,-238.96988,3230.6921,108.68233,821.1811,34.158817,279.21472,30.20716,302.70737,-0.4982212,237.4868,27.279755,140.72952,-21.37793,286.7237,14.166391,139.31052,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.139465,-11.25711,87.63016,-16.457558,90.87678,-7.6354294,78.9873,-12.788069,63.451366,-15.356443,81.95188,-13.739163,141.08139,-7.4004874,68.75153,-10.083454,70.441414,-13.290667,87.91442,blues
0.44036242,0.0759587,0.13590334,0.003225207,1537.0761619483683,341041.86864132056,2157.2970666776923,160985.27818027177,3602.40662612384,3714496.0696090115,0.04570244525812065,0.0006911724510794357,129.19921875,-217.18364,3599.9531,105.78522,533.9498,15.602849,358.40976,25.248842,219.32413,-1.4500507,215.97491,30.19327,117.47158,-17.716621,223.58751,17.319044,126.524956,-27.213608,112.218475,4.338282,177.22545,-20.0573,115.21863,-10.700285,70.82691,-14.228785,105.002716,-5.1557755,83.000084,-3.4822617,101.279076,-6.1949677,66.54191,-15.323166,116.03489,-6.8316145,93.67297,-9.825101,90.79377,-13.942625,92.79743,blues
0.46402305,0.06992449,0.1732646,0.0033394534,1507.1579850499309,413919.51534605,2096.930874279644,246926.39381158163,3405.5518484447507,4181763.713716291,0.04541997474381284,0.0005739812926893613,129.19921875,-171.79478,1940.7294,120.281746,693.22235,15.331752,269.14954,21.094315,146.52971,-5.395446,175.62318,24.185547,119.22541,-24.130846,145.58356,18.545135,100.659134,-22.342926,139.44583,1.3107405,115.74168,-20.765268,68.06179,-4.9916906,81.389626,-17.108128,86.59743,-7.8740754,63.096027,-15.293677,43.64216,-9.3495865,49.472378,-8.917149,42.933598,-8.521505,57.17301,-14.332619,57.084812,-19.928352,48.656536,blues
0.38797885,0.0774111,0.19766894,0.0047199335,1247.5800479447826,263742.9048491308,1907.8212456462638,194376.86139138576,2621.496780289298,3024858.104095273,0.03690734060808198,0.00034853728629918835,151.99908088235293,-200.18538,2875.0405,116.348595,484.66434,17.990738,199.02489,25.287697,291.50247,0.28717074,179.40805,24.193773,99.91043,-22.253931,306.8604,11.182934,95.034065,-26.854319,97.11792,-7.637254,110.53862,-24.876745,123.126884,-12.010829,98.73029,-17.024942,77.72668,-8.125703,84.42433,-11.95662,79.74183,-12.614474,95.7183,-14.187263,94.292656,-8.2080765,89.58155,-15.015217,65.70997,-10.310198,94.443375,blues
0.37869686,0.082041055,0.06915838,0.0022311024,1188.4732078138645,369609.1365543048,1683.0974006146994,200320.13170303346,2339.8331573557134,2993475.5049751215,0.048163866130123745,0.001272015312079556,123.046875,-328.56018,7473.8706,102.709816,631.448,19.872597,703.41345,26.714405,170.74292,7.1520658,252.62079,22.708387,248.45517,-6.9570885,208.76605,12.789707,154.86096,-10.729283,158.39136,-0.4425992,83.60074,-12.386709,110.197044,-8.909131,110.96426,-9.215009,126.906494,-9.087684,133.78244,-8.995918,188.49074,-7.6505113,194.09161,-7.210643,158.5036,-9.389373,176.89981,-4.4802656,142.5322,-3.671359,175.98387,blues
0.4330937,0.0724234,0.16801718,0.0039275982,1514.1569585845884,551885.8800011675,2140.9924739266226,222436.56777347857,3451.7991068191704,4234008.140881984,0.044373172249613305,0.0020144301429024895,129.19921875,-192.69032,3217.0422,111.157486,760.53217,21.351843,298.48038,26.396648,250.29942,-0.6495014,190.40549,23.487047,170.42644,-25.476696,120.31707,16.92198,142.0317,-16.971931,190.60272,5.785404,97.44775,-25.736197,85.9731,-5.0530734,73.31195,-17.632252,81.10129,-7.9180593,57.716187,-15.15891,95.64357,-12.352484,66.22424,-17.237362,71.72385,-7.785286,67.17202,-13.0390215,75.83923,-17.93637,59.201927,blues
0.40673035,0.07670844,0.08582264,0.002629058,1151.3104957885116,514648.4764868237,1709.532096967042,330245.4174715367,2312.1797282845127,3920015.4124071943,0.03532089858855375,0.0009460119121801402,117.45383522727273,-301.70804,5065.21,111.53328,593.24805,21.896053,301.5973,16.15057,242.0108,8.19879,283.87656,22.081917,138.2948,-8.601798,280.92075,1.4827529,120.92413,-17.077759,113.16592,-8.343712,113.457,-17.010778,106.476616,-10.576027,89.17511,-15.687029,78.27084,-12.606835,82.56499,-12.2627735,91.052055,-14.563126,145.14177,-10.112008,142.63908,-5.792038,78.77299,-7.7755446,88.69115,-7.1875286,137.39499,blues
